Early	JJ	O	~	~
retirement	NN	O	~	~
for	IN	O	~	~
55	CD	O	~	~
+	CC	O	~	~
employees	NNS	O	~	~
to	TO	O	~	~
help	VB	O	~	~
younger	JJR	O	~	~
people	NNS	O	~	~
Nowadays	RB	O	~	~
the	DT	O	~	~
discussion	NN	O	~	~
about	IN	O	~	~
whether	IN	O	~	~
the	DT	O	~	~
businesses	NNS	O	~	~
are	VBP	O	~	~
supposed	VBN	O	~	~
to	TO	O	~	~
prescribe	VB	O	~	~
the	DT	O	~	~
retirement	NN	O	~	~
age	NN	O	~	~
at	IN	O	~	~
fifty-five	CD	O	~	~
to	TO	O	~	~
offer	VB	O	~	~
more	JJR	O	~	~
job	NN	O	~	~
vacancies	NNS	O	~	~
for	IN	O	~	~
younger	JJR	O	~	~
generation	NN	O	~	~
has	VBZ	O	~	~
become	VBN	O	~	~
a	DT	O	~	~
controversy	NN	O	~	~
.	.	O	~	~
Some	DT	O	~	~
believe	VBP	O	~	~
that	DT	O	~	~
is	VBZ	O	~	~
a	DT	O	~	~
perfect	JJ	O	~	~
attempt	NN	O	~	~
to	TO	O	~	~
support	VB	O	~	~
the	DT	O	~	~
young	JJ	O	~	~
,	,	O	~	~
others	NNS	O	~	~
claim	VBP	O	~	~
that	IN	O	~	~
this	DT	O	~	~
is	VBZ	O	~	~
not	RB	O	~	~
the	DT	O	~	~
case	NN	O	~	~
.	.	O	~	~
Admittedly	RB	O	~	~
,	,	O	~	~
encouraging	VBG	B-Claim	0	Against:~
the	DT	I-Claim	0	Against:~
workers	NNS	I-Claim	0	Against:~
to	TO	I-Claim	0	Against:~
retire	VB	I-Claim	0	Against:~
at	IN	I-Claim	0	Against:~
age	NN	I-Claim	0	Against:~
of	IN	I-Claim	0	Against:~
fifty-five	CD	I-Claim	0	Against:~
to	TO	I-Claim	0	Against:~
release	VB	I-Claim	0	Against:~
the	DT	I-Claim	0	Against:~
positions	NNS	I-Claim	0	Against:~
for	IN	O	~	~
younger	JJR	B-Claim	1	Against:~
job	NN	I-Claim	1	Against:~
seekers	NNS	O	~	~
has	VBZ	O	~	~
some	DT	O	~	~
merits	NNS	O	~	~
.	.	O	~	~
Firstly	RB	O	~	~
,	,	O	~	~
fresh	JJ	B-Claim	2	supports:1
graduates	NNS	I-Claim	2	supports:1
are	VBP	I-Claim	2	supports:1
likely	JJ	I-Claim	2	supports:1
to	TO	I-Claim	2	supports:1
bring	VB	I-Claim	2	supports:1
a	DT	I-Claim	2	supports:1
number	NN	I-Claim	2	supports:1
of	IN	I-Claim	2	supports:1
practical	JJ	I-Claim	2	supports:1
and	CC	I-Claim	2	supports:1
applicable	JJ	I-Claim	2	supports:1
ideas	NNS	I-Claim	2	supports:1
