Traditional	JJ	B-Premise	0	~
skills	NNS	I-Premise	0	~
and	CC	I-Premise	0	~
ways	NNS	I-Premise	0	~
are	VBP	I-Premise	0	~
always	RB	I-Premise	0	~
valuable	JJ	I-Premise	0	~
and	CC	I-Premise	0	~
will	MD	I-Premise	0	~
last	VB	I-Premise	0	~
forever	RB	I-Premise	0	~
These	DT	I-Premise	0	~
days	NNS	I-Premise	0	~
,	,	I-Premise	0	~
most	JJS	I-Premise	0	~
of	IN	I-Premise	0	~
countries	NNS	I-Premise	0	~
on	IN	I-Premise	0	~
the	DT	I-Premise	0	~
world	NN	I-Premise	0	~
invest	VB	I-Premise	0	~
for	IN	I-Premise	0	~
technology	NN	I-Premise	0	~
.	.	O	~	~
It	PRP	O	~	~
is	VBZ	O	~	~
evident	JJ	O	~	~
that	IN	O	~	~
technology	NN	O	~	~
promotes	VBZ	O	~	~
economy	NN	O	~	~
.	.	O	~	~
Many	JJ	O	~	~
people	NNS	O	~	~
think	VBP	O	~	~
that	IN	O	~	~
conventional	JJ	B-Claim	1	~
things	NNS	I-Claim	1	~
will	MD	I-Claim	1	~
not	RB	I-Claim	1	~
exist	VB	I-Claim	1	~
and	CC	O	~	~
should	MD	O	~	~
be	VB	O	~	~
eliminated	VBN	O	~	~
.	.	O	~	~
I	PRP	O	~	~
totally	RB	O	~	~
disagree	VBP	O	~	~
this	DT	O	~	~
opinion	NN	O	~	~
.	.	O	~	~
First	NNP	O	~	~
of	IN	O	~	~
all	DT	O	~	~
,	,	O	~	~
traditional	JJ	B-Claim	2	For:~
skills	NNS	I-Claim	2	For:~
and	CC	I-Claim	2	For:~
ways	NNS	I-Claim	2	For:~
belong	VBP	I-Claim	2	For:~
to	TO	I-Claim	2	For:~
value	NN	I-Claim	2	For:~
of	IN	I-Claim	2	For:~
culture	NN	I-Claim	2	For:~
.	.	O	~	~
They	PRP	B-Premise	3	supports:2
make	VBP	I-Premise	3	supports:2
differences	NNS	I-Premise	3	supports:2
between	IN	I-Premise	3	supports:2
countries	NNS	I-Premise	3	supports:2
.	.	O	~	~
Every	DT	B-Premise	4	supports:5
country	NN	I-Premise	4	supports:5
has	VBZ	I-Premise	4	supports:5
unique	JJ	I-Premise	4	supports:5
tradtions	NNS	I-Premise	4	supports:5
which	WDT	I-Premise	4	supports:5
show	VBP	I-Premise	4	supports:5
their	PRP$	I-Premise	4	supports:5
creation	NN	I-Premise	4	supports:5
,	,	I-Premise	4	supports:5
intelligence	NN	I-Premise	4	supports:5
.	.	O	~	~
Consequently	RB	O	~	~
,	,	O	~	~
people	NNS	B-Premise	5	supports:6
feel	VBP	I-Premise	5	supports:6
pround	JJ	I-Premise	5	supports:6
of	IN	I-Premise	5	supports:6
their	PRP$	I-Premise	5	supports:6
country	NN	I-Premise	5	supports:6
,	,	O	~	~
so	IN	O	~	~
they	PRP	B-Claim	6	supports:2
keep	VBP	I-Claim	6	supports:2
reserving	VBG	I-Claim	6	supports:2
conventions	NNS	I-Claim	6	supports:2
.	.	O	~	~
For	IN	O	~	~
example	NN	O	~	~
,	,	O	~	~
ways	NNS	B-Premise	7	supports:2
to	TO	I-Premise	7	supports:2
build	VB	I-Premise	7	supports:2
a	DT	I-Premise	7	supports:2
house	NN	I-Premise	7	supports:2
in	IN	I-Premise	7	supports:2
every	DT	I-Premise	7	supports:2
country	NN	I-Premise	7	supports:2
are	VBP	I-Premise	7	supports:2
different	JJ	I-Premise	7	supports:2
and	CC	I-Premise	7	supports:2
they	PRP	I-Premise	7	supports:2
distinguish	VBP	I-Premise	7	supports:2
between	IN	I-Premise	7	supports:2
countries	NNS	I-Premise	7	supports:2
.	.	O	~	~
In	IN	O	~	~
addition	NN	O	~	~
,	,	O	~	~
in	IN	B-Premise	8	For:~
some	DT	I-Premise	8	For:~
cases	NNS	I-Premise	8	For:~
that	WDT	I-Premise	8	For:~
traditional	JJ	I-Premise	8	For:~
way	NN	I-Premise	8	For:~
can	MD	I-Premise	8	For:~
not	RB	I-Premise	8	For:~
replace	VB	I-Premise	8	For:~
by	IN	I-Premise	8	For:~
a	DT	I-Premise	8	For:~
new	JJ	I-Premise	8	For:~
technology	NN	I-Premise	8	For:~
.	.	O	~	~
Lot	NN	B-Claim	9	supports:8
of	IN	I-Claim	9	supports:8
people	NNS	I-Claim	9	supports:8
like	IN	I-Claim	9	supports:8
to	TO	I-Claim	9	supports:8
use	VB	I-Claim	9	supports:8
traditional	JJ	I-Claim	9	supports:8
things	NNS	I-Claim	9	supports:8
because	IN	O	~	~
if	IN	B-Premise	10	supports:8
their	PRP$	I-Premise	10	supports:8
quality	NN	I-Premise	10	supports:8
and	CC	I-Premise	10	supports:8
durability	NN	I-Premise	10	supports:8
.	.	O	~	~
In	IN	B-Premise	11	supports:10
paticular	JJ	I-Premise	11	supports:10
,	,	I-Premise	11	supports:10
vases	NNS	I-Premise	11	supports:10
are	VBP	I-Premise	11	supports:10
made	VBN	I-Premise	11	supports:10
by	IN	I-Premise	11	supports:10
hand	NN	I-Premise	11	supports:10
would	MD	I-Premise	11	supports:10
be	VB	I-Premise	11	supports:10
used	VBN	I-Premise	11	supports:10
more	RBR	I-Premise	11	supports:10
.	.	O	~	~
Futhermore	RB	O	~	~
,	,	B-Premise	12	supports:8
there	EX	I-Premise	12	supports:8
are	VBP	I-Premise	12	supports:8
plenty	NN	I-Premise	12	supports:8
of	IN	I-Premise	12	supports:8
works	NNS	I-Premise	12	supports:8
that	WDT	I-Premise	12	supports:8
using	VBG	I-Premise	12	supports:8
traditional	JJ	I-Premise	12	supports:8
way	NN	I-Premise	12	supports:8
is	VBZ	I-Premise	12	supports:8
unique	JJ	I-Premise	12	supports:8
method	NN	I-Premise	12	supports:8
.	.	O	~	~
For	IN	O	~	~
instance	NN	O	~	~
,	,	O	~	~
making	VBG	B-Premise	13	supports:12
cone	NN	I-Premise	13	supports:12
hats	NNS	I-Premise	13	supports:12
from	IN	I-Premise	13	supports:12
leaves	NNS	I-Premise	13	supports:12
have	VBP	I-Premise	13	supports:12
to	TO	I-Premise	13	supports:12
use	VB	I-Premise	13	supports:12
hand	NN	I-Premise	13	supports:12
.	.	O	~	~
Not	RB	O	~	~
only	RB	O	~	~
because	IN	O	~	~
there	EX	B-Premise	14	supports:13
is	VBZ	I-Premise	14	supports:13
no	DT	I-Premise	14	supports:13
machine	NN	I-Premise	14	supports:13
for	IN	I-Premise	14	supports:13
the	DT	I-Premise	14	supports:13
work	NN	I-Premise	14	supports:13
,	,	I-Premise	14	supports:13
but	CC	I-Premise	14	supports:13
also	RB	I-Premise	14	supports:13
it	PRP	I-Premise	14	supports:13
looks	VBZ	I-Premise	14	supports:13
more	RBR	I-Premise	14	supports:13
beautiful	JJ	I-Premise	14	supports:13
when	WRB	I-Premise	14	supports:13
it	PRP	I-Premise	14	supports:13
is	VBZ	I-Premise	14	supports:13
made	VBN	I-Premise	14	supports:13
by	IN	I-Premise	14	supports:13
hand	NN	I-Premise	14	supports:13
,	,	O	~	~
so	RB	O	~	~
resulting	VBG	B-Premise	15	supports:13
in	IN	I-Premise	15	supports:13
greater	JJR	I-Premise	15	supports:13
value	NN	I-Premise	15	supports:13
economy	NN	I-Premise	15	supports:13
.	.	O	~	~
The	DT	B-Premise	16	~
last	JJ	I-Premise	16	~
thing	NN	I-Premise	16	~
is	VBZ	I-Premise	16	~
about	IN	I-Premise	16	~
education	NN	I-Premise	16	~
.	.	O	~	~
Traditional	JJ	B-Premise	17	For:~
skills	NNS	I-Premise	17	For:~
and	CC	I-Premise	17	For:~
ways	NNS	I-Premise	17	For:~
of	IN	I-Premise	17	For:~
life	NN	I-Premise	17	For:~
will	MD	I-Premise	17	For:~
help	VB	I-Premise	17	For:~
youngsters	NNS	I-Premise	17	For:~
study	NN	I-Premise	17	For:~
and	CC	I-Premise	17	For:~
know	VB	I-Premise	17	For:~
more	JJR	I-Premise	17	For:~
history	NN	I-Premise	17	For:~
.	.	O	~	~
Methods	NNS	B-Premise	18	supports:17
which	WDT	I-Premise	18	supports:17
their	PRP$	I-Premise	18	supports:17
ancestors	NNS	I-Premise	18	supports:17
used	VBN	I-Premise	18	supports:17
in	IN	I-Premise	18	supports:17
the	DT	I-Premise	18	supports:17
past	NN	I-Premise	18	supports:17
will	MD	I-Premise	18	supports:17
be	VB	I-Premise	18	supports:17
displayed	VBN	I-Premise	18	supports:17
again	RB	I-Premise	18	supports:17
for	IN	I-Premise	18	supports:17
new	JJ	I-Premise	18	supports:17
generations	NNS	I-Premise	18	supports:17
.	.	O	~	~
After	IN	O	~	~
that	DT	O	~	~
,	,	O	~	~
they	PRP	B-Premise	19	supports:17
might	MD	I-Premise	19	supports:17
create	VB	I-Premise	19	supports:17
somethings	NNS	I-Premise	19	supports:17
that	WDT	I-Premise	19	supports:17
are	VBP	I-Premise	19	supports:17
useful	JJ	I-Premise	19	supports:17
for	IN	I-Premise	19	supports:17
life	NN	I-Premise	19	supports:17
.	.	O	~	~
In	IN	O	~	~
conclusion	NN	O	~	~
,	,	O	~	~
technology	NN	B-Claim	20	Against:~
has	VBZ	I-Claim	20	Against:~
brought	VBN	I-Claim	20	Against:~
many	JJ	I-Claim	20	Against:~
benefits	NNS	I-Claim	20	Against:~
,	,	O	~	~
but	CC	O	~	~
traditional	JJ	B-Claim	21	~
skills	NNS	I-Claim	21	~
and	CC	I-Claim	21	~
ways	NNS	I-Claim	21	~
are	VBP	I-Claim	21	~
always	RB	I-Claim	21	~
valuable	JJ	I-Claim	21	~
and	CC	I-Claim	21	~
will	MD	I-Claim	21	~
last	VB	I-Claim	21	~
forever	RB	I-Claim	21	~
.	.	O	~	~
