Most	JJS	B-Claim	0	~
difficult	JJ	O	~	~
experiences	NNS	O	~	~
will	MD	O	~	~
become	VB	O	~	~
valuable	JJ	O	~	~
lessons	NNS	O	~	~
There	EX	B-Premise	1	~
is	VBZ	I-Premise	1	~
a	DT	I-Premise	1	~
famous	JJ	I-Premise	1	~
old	JJ	I-Premise	1	~
saying	VBG	I-Premise	1	~
that	IN	I-Premise	1	~
failure	NN	I-Premise	1	~
is	VBZ	I-Premise	1	~
the	DT	I-Premise	1	~
mother	NN	I-Premise	1	~
of	IN	I-Premise	1	~
success	NN	I-Premise	1	~
.	.	O	~	~
For	IN	O	~	~
that	DT	O	~	~
reason	NN	O	~	~
,	,	O	~	~
some	DT	O	~	~
people	NNS	O	~	~
advocate	VBP	O	~	~
that	IN	O	~	~
some	DT	O	~	~
difficulties	NNS	O	~	~
people	NNS	O	~	~
met	VBD	O	~	~
at	IN	O	~	~
their	PRP$	O	~	~
early	JJ	O	~	~
ages	NNS	B-Premise	2	~
will	MD	I-Premise	2	~
become	VB	I-Premise	2	~
an	DT	I-Premise	2	~
invaluable	JJ	I-Premise	2	~
fortune	NN	I-Premise	2	~
in	IN	I-Premise	2	~
their	PRP$	I-Premise	2	~
future	JJ	I-Premise	2	~
lives	NNS	I-Premise	2	~
.	.	O	~	~
However	RB	O	~	~
,	,	O	~	~
some	DT	O	~	~
people	NNS	O	~	~
think	VBP	O	~	~
it	PRP	O	~	~
is	VBZ	O	~	~
n't	RB	O	~	~
supposed	VBN	B-Premise	3	~
to	TO	I-Premise	3	~
be	VB	O	~	~
that	DT	B-Premise	4	~
case	NN	I-Premise	4	~
.	.	O	~	~
From	IN	O	~	~
my	PRP$	O	~	~
point	NN	O	~	~
of	IN	O	~	~
view	NN	O	~	~
,	,	O	~	~
I	PRP	O	~	~
am	VBP	O	~	~
in	IN	O	~	~
favor	NN	O	~	~
the	DT	O	~	~
former	JJ	O	~	~
statement	NN	O	~	~
that	IN	O	~	~
some	DT	O	~	~
tough	JJ	O	~	~
experiences	NNS	B-MajorClaim	5	~
people	NNS	I-MajorClaim	5	~
met	VBD	I-MajorClaim	5	~
before	RB	I-MajorClaim	5	~
will	MD	I-MajorClaim	5	~
be	VB	I-MajorClaim	5	~
helpful	JJ	I-MajorClaim	5	~
in	IN	I-MajorClaim	5	~
their	PRP$	I-MajorClaim	5	~
life	NN	I-MajorClaim	5	~
path	NN	I-MajorClaim	5	~
.	.	O	~	~
To	TO	O	~	~
start	VB	O	~	~
with	IN	O	~	~
,	,	O	~	~
hardship	NN	B-Premise	6	supports:8
makes	VBZ	I-Premise	6	supports:8
people	NNS	I-Premise	6	supports:8
realize	VB	I-Premise	6	supports:8
how	WRB	I-Premise	6	supports:8
to	TO	I-Premise	6	supports:8
cherish	VB	I-Premise	6	supports:8
and	CC	I-Premise	6	supports:8
compliment	VB	I-Premise	6	supports:8
the	DT	I-Premise	6	supports:8
common	JJ	I-Premise	6	supports:8
but	CC	I-Premise	6	supports:8
wonderful	JJ	I-Premise	6	supports:8
little	JJ	I-Premise	6	supports:8
things	NNS	I-Premise	6	supports:8
happened	VBD	I-Premise	6	supports:8
in	IN	I-Premise	6	supports:8
their	PRP$	I-Premise	6	supports:8
life	NN	I-Premise	6	supports:8
such	JJ	I-Premise	6	supports:8
as	IN	I-Premise	6	supports:8
,	,	I-Premise	6	supports:8
a	DT	I-Premise	6	supports:8
shining	VBG	I-Premise	6	supports:8
weather	NN	I-Premise	6	supports:8
,	,	I-Premise	6	supports:8
a	DT	I-Premise	6	supports:8
delicious	JJ	I-Premise	6	supports:8
breakfast	NN	I-Premise	6	supports:8
and	CC	I-Premise	6	supports:8
etc.	NN	I-Premise	6	supports:8
.	.	O	~	~
People	NNS	B-Premise	7	supports:8
who	WP	I-Premise	7	supports:8
have	VBP	I-Premise	7	supports:8
such	JJ	I-Premise	7	supports:8
nice	JJ	I-Premise	7	supports:8
spirit	NN	I-Premise	7	supports:8
usually	RB	I-Premise	7	supports:8
know	VBP	I-Premise	7	supports:8
how	WRB	I-Premise	7	supports:8
to	TO	I-Premise	7	supports:8
find	VB	I-Premise	7	supports:8
the	DT	I-Premise	7	supports:8
true	JJ	I-Premise	7	supports:8
love	NN	I-Premise	7	supports:8
in	IN	I-Premise	7	supports:8
