Computers	NNS	B-Premise	0	~
replace	VBP	I-Premise	0	~
human	JJ	I-Premise	0	~
teachers	NNS	I-Premise	0	~
With	IN	I-Premise	0	~
the	DT	I-Premise	0	~
number	NN	I-Premise	0	~
of	IN	I-Premise	0	~
technological	JJ	I-Premise	0	~
advances	NNS	I-Premise	0	~
growing	VBG	I-Premise	0	~
apace	RB	I-Premise	0	~
,	,	O	~	~
it	PRP	O	~	~
is	VBZ	O	~	~
generally	RB	O	~	~
believed	VBN	O	~	~
that	IN	O	~	~
Internet	NN	B-Premise	1	~
and	CC	I-Premise	1	~
computers	NNS	I-Premise	1	~
will	MD	I-Premise	1	~
supplant	VB	I-Premise	1	~
the	DT	I-Premise	1	~
traditional	JJ	I-Premise	1	~
role	NN	I-Premise	1	~
of	IN	I-Premise	1	~
teachers	NNS	I-Premise	1	~
in	IN	I-Premise	1	~
a	DT	I-Premise	1	~
not	RB	I-Premise	1	~
too	RB	I-Premise	1	~
distant	JJ	I-Premise	1	~
future	NN	I-Premise	1	~
.	.	O	~	~
This	DT	O	~	~
idea	NN	O	~	~
may	MD	O	~	~
point	VB	O	~	~
out	RP	O	~	~
to	TO	O	~	~
two	CD	O	~	~
main	JJ	O	~	~
directions	NNS	O	~	~
,	,	O	~	~
both	DT	O	~	~
of	IN	O	~	~
which	WDT	O	~	~
present	JJ	O	~	~
different	JJ	O	~	~
arguments	NNS	O	~	~
.	.	O	~	~
Central	NNP	O	~	~
to	TO	O	~	~
the	DT	O	~	~
supporting	VBG	O	~	~
arguments	NNS	O	~	~
of	IN	O	~	~
this	DT	O	~	~
issue	NN	O	~	~
is	VBZ	O	~	~
the	DT	O	~	~
idea	NN	O	~	~
that	IN	O	~	~
the	DT	B-Claim	2	Against:~
global	JJ	I-Claim	2	Against:~
online	JJ	I-Claim	2	Against:~
network	NN	I-Claim	2	Against:~
is	VBZ	I-Claim	2	Against:~
the	DT	I-Claim	2	Against:~
inexhaustible	JJ	I-Claim	2	Against:~
source	NN	I-Claim	2	Against:~
of	IN	I-Claim	2	Against:~
information	NN	I-Claim	2	Against:~
,	,	O	~	~
which	WDT	O	~	~
definitely	RB	B-Claim	3	Against:~
exceeds	VBZ	I-Claim	3	Against:~
the	DT	I-Claim	3	Against:~
fund	NN	I-Claim	3	Against:~
of	IN	I-Claim	3	Against:~
knowledge	NN	I-Claim	3	Against:~
that	IN	I-Claim	3	Against:~
any	DT	I-Claim	3	Against:~
veteran	JJ	I-Claim	3	Against:~
teacher	NN	I-Claim	3	Against:~
can	MD	I-Claim	3	Against:~
accumulate	VB	I-Claim	3	Against:~
.	.	O	~	~
Internet	NN	B-Claim	4	supports:3
and	CC	I-Claim	4	supports:3
computer	NN	I-Claim	4	supports:3
also	RB	I-Claim	4	supports:3
offer	VBP	I-Claim	4	supports:3
a	DT	I-Claim	4	supports:3
more	JJR	I-Claim	4	supports:3
comprehensive	JJ	I-Claim	4	supports:3
access	NN	I-Claim	4	supports:3
to	TO	I-Claim	4	supports:3
knowledge	NN	I-Claim	4	supports:3
,	,	I-Claim	4	supports:3
ranging	VBG	I-Claim	4	supports:3
from	IN	I-Claim	4	supports:3
visual	JJ	I-Claim	4	supports:3
to	TO	I-Claim	4	supports:3
aural	JJ	I-Claim	4	supports:3
stimuli	NNS	I-Claim	4	supports:3
,	,	I-Claim	4	supports:3
which	WDT	I-Claim	4	supports:3
make	VBP	I-Claim	4	supports:3
learning	VBG	I-Claim	4	supports:3
an	DT	I-Claim	4	supports:3
ever	RB	I-Claim	4	supports:3
enjoyable	JJ	I-Claim	4	supports:3
experience	NN	I-Claim	4	supports:3
,	,	I-Claim	4	supports:3
especially	RB	I-Claim	4	supports:3
for	IN	I-Claim	4	supports:3
children	NNS	I-Claim	4	supports:3
.	.	O	~	~
On	IN	O	~	~
the	DT	O	~	~
other	JJ	O	~	~
hand	NN	O	~	~
,	,	O	~	~
critics	NNS	O	~	~
of	IN	O	~	~
this	DT	O	~	~
idea	NN	O	~	~
maintain	VBP	O	~	~
that	IN	O	~	~
although	IN	O	~	~
the	DT	B-Claim	5	~
educational	JJ	I-Claim	5	~
benefits	NNS	I-Claim	5	~
that	IN	I-Claim	5	~
the	DT	I-Claim	5	~
Internet	NN	I-Claim	5	~
may	MD	I-Claim	5	~
yield	VB	I-Claim	5	~
are	VBP	I-Claim	5	~
undeniable	JJ	I-Claim	5	~
,	,	I-Claim	5	~
there	EX	I-Claim	5	~
still	RB	I-Claim	5	~
remain	VBP	I-Claim	5	~
certain	JJ	I-Claim	5	~
shortcomings	NNS	I-Claim	5	~
.	.	O	~	~
Much	JJ	B-Premise	6	supports:7
information	NN	I-Premise	6	supports:7
as	IN	I-Premise	6	supports:7
the	DT	I-Premise	6	supports:7
Internet	NN	I-Premise	6	supports:7
