# paragraph 0
# sent
Should	MD	O	~	~
teachers	NNS	O	~	~
be	VB	O	~	~
paid	VBN	O	~	~
according	VBG	O	~	~
to	TO	O	~	~
how	WRB	O	~	~
much	JJ	O	~	~
their	PRP$	O	~	~
students	NNS	O	~	~
learn	VB	O	~	~
?	.	O	~	~
# paragraph 1
# sent
Everyone	NN	O	~	~
is	VBZ	O	~	~
different	JJ	O	~	~
.	.	O	~	~
# sent
Although	IN	O	~	~
students	NNS	O	~	~
are	VBP	O	~	~
in	IN	O	~	~
the	DT	O	~	~
same	JJ	O	~	~
process	NN	O	~	~
of	IN	O	~	~
education	NN	O	~	~
system	NN	O	~	~
,	,	O	~	~
learning	VBG	O	~	~
abilities	NNS	O	~	~
in	IN	O	~	~
each	DT	O	~	~
students	NNS	O	~	~
are	VBP	O	~	~
not	RB	O	~	~
equal	JJ	O	~	~
.	.	O	~	~
# sent
Some	DT	O	~	~
students	NNS	O	~	~
are	VBP	O	~	~
fast	JJ	O	~	~
learner	NN	O	~	~
,	,	O	~	~
but	CC	O	~	~
some	DT	O	~	~
students	NNS	O	~	~
are	VBP	O	~	~
not	RB	O	~	~
.	.	O	~	~
# sent
Thus	RB	O	~	~
,	,	O	~	~
paying	VBG	B-MajorClaim	0	~
for	IN	I-MajorClaim	0	~
teacher	NN	I-MajorClaim	0	~
base	NN	I-MajorClaim	0	~
on	IN	I-MajorClaim	0	~
grade	NN	I-MajorClaim	0	~
that	WDT	I-MajorClaim	0	~
students	NNS	I-MajorClaim	0	~
got	VBD	I-MajorClaim	0	~
is	VBZ	I-MajorClaim	0	~
not	RB	I-MajorClaim	0	~
appropriate	JJ	I-MajorClaim	0	~
,	,	I-MajorClaim	0	~
and	CC	I-MajorClaim	0	~
it	PRP	I-MajorClaim	0	~
is	VBZ	I-MajorClaim	0	~
not	RB	I-MajorClaim	0	~
fair	JJ	I-MajorClaim	0	~
for	IN	I-MajorClaim	0	~
teacher	NN	I-MajorClaim	0	~
.	.	O	~	~
# sent
So	IN	O	~	~
that	DT	O	~	~
,	,	O	~	~
I	PRP	O	~	~
disagree	VBP	O	~	~
with	IN	O	~	~
this	DT	O	~	~
notion	NN	O	~	~
.	.	O	~	~
# paragraph 2
# sent
To	TO	O	~	~
begin	VB	O	~	~
with	IN	O	~	~
,	,	O	~	~
in	IN	O	~	~
schools	NNS	O	~	~
,	,	O	~	~
main	JJ	B-Premise	1	supports:4
task	NN	I-Premise	1	supports:4
of	IN	I-Premise	1	supports:4
teacher	NN	I-Premise	1	supports:4
to	TO	I-Premise	1	supports:4
give	VB	I-Premise	1	supports:4
knowledge	NN	I-Premise	1	supports:4
to	TO	I-Premise	1	supports:4
