# paragraph 0
# sent
Serious	JJ	O	~	~
or	CC	O	~	~
entertaining	JJ	O	~	~
movies	NNS	O	~	~
# paragraph 1
# sent
I	PRP	B-MajorClaim	0	~
prefer	VBP	I-MajorClaim	0	~
the	DT	I-MajorClaim	0	~
serious	JJ	I-MajorClaim	0	~
movies	NNS	I-MajorClaim	0	~
which	WDT	I-MajorClaim	0	~
are	VBP	I-MajorClaim	0	~
simple	JJ	I-MajorClaim	0	~
,	,	I-MajorClaim	0	~
touching	JJ	I-MajorClaim	0	~
and	CC	I-MajorClaim	0	~
powerful	JJ	I-MajorClaim	0	~
.	.	O	~	~
# sent
Here	RB	O	~	~
are	VBP	O	~	~
my	PRP$	O	~	~
reasons	NNS	O	~	~
.	.	O	~	~
# paragraph 2
# sent
First	RB	O	~	~
,	,	O	~	~
most	RBS	B-Claim	1	For:~
serious	JJ	I-Claim	1	For:~
movies	NNS	I-Claim	1	For:~
have	VBP	I-Claim	1	For:~
a	DT	I-Claim	1	For:~
wide	JJ	I-Claim	1	For:~
variety	NN	I-Claim	1	For:~
of	IN	I-Claim	1	For:~
content	NN	I-Claim	1	For:~
.	.	O	~	~
# sent
Entertaining	JJ	B-Premise	2	supports:1
movies	NNS	I-Premise	2	supports:1
are	VBP	I-Premise	2	supports:1
created	VBN	I-Premise	2	supports:1
to	TO	I-Premise	2	supports:1
amuse	VB	I-Premise	2	supports:1
people	NNS	I-Premise	2	supports:1
.	.	O	~	~
# sent
However	RB	O	~	~
,	,	O	~	~
most	RBS	B-Premise	3	supports:1
entertaining	JJ	I-Premise	3	supports:1
movies	NNS	I-Premise	3	supports:1
are	VBP	I-Premise	3	supports:1
empty	JJ	I-Premise	3	supports:1
and	CC	I-Premise	3	supports:1
nonsensical	JJ	I-Premise	3	supports:1
.	.	O	~	~
# sent
Compared	VBN	B-Premise	4	supports:1
with	IN	I-Premise	4	supports:1
the	DT	I-Premise	4	supports:1
entertainment	NN	I-Premise	4	supports:1
film	NN	I-Premise	4	supports:1
,	,	I-Premise	4	supports:1
the	DT	I-Premise	4	supports:1
serious	JJ	I-Premise	4	supports:1
film	NN	I-Premise	4	supports:1
may	MD	I-Premise	4	supports:1
be	VB	I-Premise	4	supports:1
more	RBR	I-Premise	4	supports:1
worthwhile	JJ	I-Premise	4	supports:1
and	CC	I-Premise	4	supports:1
meaningful	JJ	I-Premise	4	supports:1
.	.	O	~	~
# sent
Serious	JJ	B-Premise	5	supports:1
movies	NNS	I-Premise	5	supports:1
usually	RB	I-Premise	5	supports:1
designed	VBN	I-Premise	5	supports:1
to	TO	I-Premise	5	supports:1
express	VB	I-Premise	5	supports:1
one	CD	I-Premise	5	supports:1
or	CC	I-Premise	5	supports:1
more	JJR	I-Premise	5	supports:1
thinking	VBG	I-Premise	5	supports:1
about	IN	I-Premise	5	supports:1
love	NN	I-Premise	5	supports:1
,	,	I-Premise	5	supports:1
humaneness	NN	I-Premise	5	supports:1
;	:	O	~	~
moreover	RB	O	~	~
,	,	O	~	~
it	PRP	B-Premise	6	supports:1
may	MD	I-Premise	6	supports:1
point	VB	I-Premise	6	supports:1
out	RP	I-Premise	6	supports:1
the	DT	I-Premise	6	supports:1
dark	JJ	I-Premise	6	supports:1
sides	NNS	I-Premise	6	supports:1
of	IN	I-Premise	6	supports:1
the	DT	I-Premise	6	supports:1
society	NN	I-Premise	6	supports:1
.	.	O	~	~
# paragraph 3
# sent
Second	RB	O	~	~
,	,	O	~	~
not	RB	O	~	~
all	DT	O	~	~
of	IN	O	~	~
serious	JJ	O	~	~
movies	NNS	O	~	~
are	VBP	O	~	~
boring	VBG	O	~	~
.	.	O	~	~
# sent
``	``	B-Premise	7	supports:9
Click	VB	I-Premise	7	supports:9
''	''	I-Premise	7	supports:9
is	VBZ	I-Premise	7	supports:9
a	DT	I-Premise	7	supports:9
very	RB	I-Premise	7	supports:9
interesting	JJ	I-Premise	7	supports:9
comedy	NN	I-Premise	7	supports:9
,	,	I-Premise	7	supports:9
with	IN	I-Premise	7	supports:9
a	DT	I-Premise	7	supports:9
