# paragraph 0
# sent
Best	JJS	O	~	~
way	NN	O	~	~
to	TO	O	~	~
judge	VB	O	~	~
about	IN	O	~	~
people	NNS	O	~	~
is	VBZ	O	~	~
to	TO	O	~	~
be	VB	O	~	~
familiar	JJ	O	~	~
with	IN	O	~	~
their	PRP$	O	~	~
personality	NN	O	~	~
-	:	O	~	~
not	RB	O	~	~
with	IN	O	~	~
their	PRP$	O	~	~
look	NN	O	~	~
# paragraph 1
# sent
Individuals	NNS	O	~	~
have	VBP	O	~	~
two	CD	O	~	~
features	NNS	O	~	~
,	,	O	~	~
one	CD	O	~	~
of	IN	O	~	~
them	PRP	O	~	~
is	VBZ	O	~	~
appearance	NN	O	~	~
and	CC	O	~	~
the	DT	O	~	~
other	JJ	O	~	~
one	CD	O	~	~
is	VBZ	O	~	~
personality	NN	O	~	~
.	.	O	~	~
# sent
From	IN	O	~	~
my	PRP$	O	~	~
point	NN	O	~	~
of	IN	O	~	~
view	NN	O	~	~
although	IN	B-Claim	0	Against:~
appearance	NN	I-Claim	0	Against:~
is	VBZ	I-Claim	0	Against:~
important	JJ	I-Claim	0	Against:~
,	,	O	~	~
personality	NN	B-MajorClaim	1	~
is	VBZ	I-MajorClaim	1	~
the	DT	I-MajorClaim	1	~
most	RBS	I-MajorClaim	1	~
important	JJ	I-MajorClaim	1	~
.	.	O	~	~
# sent
We	PRP	B-Claim	2	For:~
can	MD	I-Claim	2	For:~
never	RB	I-Claim	2	For:~
judge	VB	I-Claim	2	For:~
about	IN	I-Claim	2	For:~
a	DT	I-Claim	2	For:~
person	NN	I-Claim	2	For:~
with	IN	I-Claim	2	For:~
his	PRP$	I-Claim	2	For:~
or	CC	I-Claim	2	For:~
her	PRP$	I-Claim	2	For:~
appearance	NN	I-Claim	2	For:~
.	.	O	~	~
# sent
Some	DT	O	~	~
people	NNS	O	~	~
believes	VBZ	O	~	~
,	,	O	~	~
individuals	NNS	O	~	~
who	WP	O	~	~
have	VBP	O	~	~
black	JJ	O	~	~
skin	NN	O	~	~
or	CC	O	~	~
are	VBP	O	~	~
frown	VBN	O	~	~
are	VBP	O	~	~
not	RB	O	~	~
good	JJ	O	~	~
person	NN	O	~	~
and	CC	O	~	~
in	IN	O	~	~
opposite	JJ	O	~	~
individuals	NNS	O	~	~
who	WP	O	~	~
have	VBP	O	~	~
pale	JJ	O	~	~
or	CC	O	~	~
white	JJ	O	~	~
skin	NN	O	~	~
or	CC	O	~	~
always	RB	O	~	~
have	VBP	O	~	~
smile	NN	O	~	~
on	IN	O	~	~
their	PRP$	O	~	~
face	NN	O	~	~
are	VBP	O	~	~
good	JJ	O	~	~
person	NN	O	~	~
.	.	O	~	~
# sent
I	PRP	O	~	~
completely	RB	O	~	~
disagree	VBP	O	~	~
with	IN	O	~	~
these	DT	O	~	~
kind	NN	O	~	~
of	IN	O	~	~
judgement	NN	O	~	~
which	WDT	O	~	~
someone	NN	O	~	~
makes	VBZ	O	~	~
.	.	O	~	~
# paragraph 2
# sent
First	NNP	O	~	~
of	IN	O	~	~
all	DT	O	~	~
,	,	O	~	~
there	EX	B-Premise	3	supports:4
are	VBP	I-Premise	3	supports:4
people	NNS	I-Premise	3	supports:4
who	WP	I-Premise	3	supports:4
play	VBP	I-Premise	3	supports:4
a	DT	I-Premise	3	supports:4
role	NN	I-Premise	3	supports:4
and	CC	I-Premise	3	supports:4
cheat	VB	I-Premise	3	supports:4
the	DT	I-Premise	3	supports:4
other	JJ	I-Premise	3	supports:4
individuals	NNS	I-Premise	3	supports:4
with	IN	I-Premise	3	supports:4
their	PRP$	I-Premise	3	supports:4
playing	NN	I-Premise	3	supports:4
,	,	O	~	~
therefore	RB	O	~	~
we	PRP	B-Claim	4	For:~
have	VBP	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
be	VB	I-Claim	4	For:~
aware	JJ	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
never	RB	I-Claim	4	For:~
judge	VB	I-Claim	4	For:~
with	IN	I-Claim	4	For:~
their	PRP$	I-Claim	4	For:~
appearance	NN	I-Claim	4	For:~
.	.	O	~	~
# sent
For	IN	O	~	~
example	NN	O	~	~
,	,	O	~	~
some	DT	B-Premise	5	supports:4
people	NNS	I-Premise	5	supports:4
cheat	VBP	I-Premise	5	supports:4
their	PRP$	I-Premise	5	supports:4
fiance	NN	I-Premise	5	supports:4
before	IN	I-Premise	5	supports:4
marriage	NN	I-Premise	5	supports:4
by	IN	I-Premise	5	supports:4
showing	VBG	I-Premise	5	supports:4
a	DT	I-Premise	5	supports:4
cheerful	JJ	I-Premise	5	supports:4
face	NN	I-Premise	5	supports:4
and	CC	I-Premise	5	supports:4
well	RB	I-Premise	5	supports:4
spoken	VBN	I-Premise	5	supports:4
;	:	I-Premise	5	supports:4
however	RB	I-Premise	5	supports:4
,	,	I-Premise	5	supports:4
after	IN	I-Premise	5	supports:4
getting	VBG	I-Premise	5	supports:4
marriage	NN	I-Premise	5	supports:4
they	PRP	I-Premise	5	supports:4
show	VBP	I-Premise	5	supports:4
their	PRP$	I-Premise	5	supports:4
real	JJ	I-Premise	5	supports:4
personality	NN	I-Premise	5	supports:4
.	.	O	~	~
# paragraph 3
# sent
Second	NNP	O	~	~
of	IN	O	~	~
all	DT	O	~	~
,	,	O	~	~
there	EX	B-Claim	6	For:~
are	VBP	I-Claim	6	For:~
some	DT	I-Claim	6	For:~
people	NNS	I-Claim	6	For:~
who	WP	I-Claim	6	For:~
are	VBP	I-Claim	6	For:~
black	JJ	I-Claim	6	For:~
skin	NN	I-Claim	6	For:~
,	,	I-Claim	6	For:~
fat	NN	I-Claim	6	For:~
and	CC	I-Claim	6	For:~
frown	NN	I-Claim	6	For:~
,	,	I-Claim	6	For:~
nonetheless	RB	I-Claim	6	For:~
they	PRP	I-Claim	6	For:~
might	MD	I-Claim	6	For:~
be	VB	I-Claim	6	For:~
a	DT	I-Claim	6	For:~
great	JJ	I-Claim	6	For:~
person	NN	I-Claim	6	For:~
for	IN	I-Claim	6	For:~
leaving	VBG	I-Claim	6	For:~
and	CC	I-Claim	6	For:~
colleague	NN	I-Claim	6	For:~
.	.	O	~	~
# sent
For	IN	O	~	~
instance	NN	O	~	~
,	,	O	~	~
I	PRP	B-Premise	7	supports:6
have	VBP	I-Premise	7	supports:6
a	DT	I-Premise	7	supports:6
neighbor	NN	I-Premise	7	supports:6
who	WP	I-Premise	7	supports:6
are	VBP	I-Premise	7	supports:6
old	JJ	I-Premise	7	supports:6
,	,	I-Premise	7	supports:6
black	JJ	I-Premise	7	supports:6
skin	NN	I-Premise	7	supports:6
and	CC	I-Premise	7	supports:6
frown	NN	I-Premise	7	supports:6
and	CC	I-Premise	7	supports:6
I	PRP	I-Premise	7	supports:6
had	VBD	I-Premise	7	supports:6
always	RB	I-Premise	7	supports:6
panicked	VBN	I-Premise	7	supports:6
of	IN	I-Premise	7	supports:6
her	PRP	I-Premise	7	supports:6
.	.	O	~	~
# sent
One	CD	B-Premise	8	supports:6
day	NN	I-Premise	8	supports:6
in	IN	I-Premise	8	supports:6
a	DT	I-Premise	8	supports:6
cold	JJ	I-Premise	8	supports:6
winter	NN	I-Premise	8	supports:6
while	IN	I-Premise	8	supports:6
I	PRP	I-Premise	8	supports:6
was	VBD	I-Premise	8	supports:6
getting	VBG	I-Premise	8	supports:6
back	RB	I-Premise	8	supports:6
to	TO	I-Premise	8	supports:6
home	NN	I-Premise	8	supports:6
from	IN	I-Premise	8	supports:6
school	NN	I-Premise	8	supports:6
I	PRP	I-Premise	8	supports:6
realized	VBD	I-Premise	8	supports:6
that	IN	I-Premise	8	supports:6
I	PRP	I-Premise	8	supports:6
lost	VBD	I-Premise	8	supports:6
my	PRP$	I-Premise	8	supports:6
keys	NNS	I-Premise	8	supports:6
,	,	I-Premise	8	supports:6
so	IN	I-Premise	8	supports:6
I	PRP	I-Premise	8	supports:6
could	MD	I-Premise	8	supports:6
not	RB	I-Premise	8	supports:6
do	VB	I-Premise	8	supports:6
anything	NN	I-Premise	8	supports:6
before	IN	I-Premise	8	supports:6
my	PRP$	I-Premise	8	supports:6
parents	NNS	I-Premise	8	supports:6
getting	VBG	I-Premise	8	supports:6
back	RB	I-Premise	8	supports:6
home	NN	I-Premise	8	supports:6
.	.	O	~	~
# sent
She	PRP	B-Premise	9	supports:6
asked	VBD	I-Premise	9	supports:6
me	PRP	I-Premise	9	supports:6
to	TO	I-Premise	9	supports:6
stay	VB	I-Premise	9	supports:6
