# paragraph 0
# sent
Use	NN	O	~	~
of	IN	O	~	~
CCTV	NNP	O	~	~
cameras	NNS	O	~	~
# paragraph 1
# sent
Today	NN	O	~	~
,	,	O	~	~
close	JJ	O	~	~
circuit	NN	O	~	~
television	NN	O	~	~
-LRB-	-LRB-	O	~	~
CCTV	NN	O	~	~
-RRB-	-RRB-	O	~	~
cameras	NNS	O	~	~
are	VBP	O	~	~
widely	RB	O	~	~
used	VBN	O	~	~
in	IN	O	~	~
a	DT	O	~	~
variety	NN	O	~	~
of	IN	O	~	~
circumstances	NNS	O	~	~
.	.	O	~	~
# sent
They	PRP	O	~	~
are	VBP	O	~	~
used	VBN	O	~	~
in	IN	O	~	~
schools	NNS	O	~	~
,	,	O	~	~
businesses	NNS	O	~	~
and	CC	O	~	~
some	DT	O	~	~
other	JJ	O	~	~
premises	NNS	O	~	~
in	IN	O	~	~
order	NN	O	~	~
to	TO	O	~	~
monitor	VB	O	~	~
the	DT	O	~	~
activities	NNS	O	~	~
taking	VBG	O	~	~
place	NN	O	~	~
.	.	O	~	~
# sent
It	PRP	O	~	~
is	VBZ	O	~	~
undeniable	JJ	O	~	~
that	IN	O	~	~
the	DT	O	~	~
use	NN	O	~	~
of	IN	O	~	~
CCTV	NNP	O	~	~
has	VBZ	O	~	~
plenty	NN	O	~	~
of	IN	O	~	~
benefits	NNS	O	~	~
to	TO	O	~	~
offer	VB	O	~	~
,	,	O	~	~
especially	RB	O	~	~
in	IN	O	~	~
reducing	VBG	O	~	~
crimes	NNS	O	~	~
and	CC	O	~	~
protecting	VBG	O	~	~
the	DT	O	~	~
employees	NNS	O	~	~
in	IN	O	~	~
a	DT	O	~	~
premise	NN	O	~	~
.	.	O	~	~
# sent
Nevertheless	RB	O	~	~
,	,	O	~	~
some	DT	O	~	~
argue	VBP	O	~	~
that	IN	O	~	~
these	DT	O	~	~
cameras	NNS	O	~	~
invade	VB	O	~	~
their	PRP$	O	~	~
privacies	NNS	O	~	~
due	JJ	O	~	~
to	TO	O	~	~
constantly	RB	O	~	~
being	VBG	O	~	~
monitored	VBN	O	~	~
.	.	O	~	~
# sent
Even	RB	O	~	~
so	RB	O	~	~
,	,	O	~	~
I	PRP	O	~	~
strongly	RB	O	~	~
believe	VBP	O	~	~
that	IN	O	~	~
CCTV	NNP	B-MajorClaim	0	~
cameras	NNS	I-MajorClaim	0	~
should	MD	I-MajorClaim	0	~
be	VB	I-MajorClaim	0	~
installed	VBN	I-MajorClaim	0	~
in	IN	I-MajorClaim	0	~
every	DT	I-MajorClaim	0	~
premise	NN	I-MajorClaim	0	~
to	TO	I-MajorClaim	0	~
combat	VB	I-MajorClaim	0	~
the	DT	I-MajorClaim	0	~
ever	RB	I-MajorClaim	0	~
increasing	VBG	I-MajorClaim	0	~
theft	NN	I-MajorClaim	0	~
rate	NN	I-MajorClaim	0	~
and	CC	I-MajorClaim	0	~
to	TO	I-MajorClaim	0	~
protect	VB	I-MajorClaim	0	~
the	DT	I-MajorClaim	0	~
workers	NNS	I-MajorClaim	0	~
at	IN	I-MajorClaim	0	~
the	DT	I-MajorClaim	0	~
workplace	NN	I-MajorClaim	0	~
.	.	O	~	~
# paragraph 2
# sent
Firstly	RB	O	~	~
,	,	O	~	~
by	IN	B-Premise	1	supports:5
having	VBG	I-Premise	1	supports:5
CCTV	NNP	I-Premise	1	supports:5
cameras	NNS	I-Premise	1	supports:5
at	IN	I-Premise	1	supports:5
workplace	NN	I-Premise	1	supports:5
,	,	I-Premise	1	supports:5
crimes	NNS	I-Premise	1	supports:5
such	JJ	I-Premise	1	supports:5
as	IN	I-Premise	1	supports:5
robbery	NN	I-Premise	1	supports:5
can	MD	I-Premise	1	supports:5
be	VB	I-Premise	1	supports:5
trimmed	VBN	I-Premise	1	supports:5
down	RP	I-Premise	1	supports:5
.	.	O	~	~
# sent
This	DT	O	~	~
is	VBZ	O	~	~
because	IN	O	~	~
when	WRB	B-Premise	2	supports:5
a	DT	I-Premise	2	supports:5
shop	NN	I-Premise	2	supports:5
is	VBZ	I-Premise	2	supports:5
attacked	VBN	I-Premise	2	supports:5
by	IN	I-Premise	2	supports:5
thieves	NNS	I-Premise	2	supports:5
,	,	I-Premise	2	supports:5
the	DT	I-Premise	2	supports:5
clips	NNS	I-Premise	2	supports:5
taken	VBN	I-Premise	2	supports:5
by	IN	I-Premise	2	supports:5
these	DT	I-Premise	2	supports:5
cameras	NNS	I-Premise	2	supports:5
serve	VBP	I-Premise	2	supports:5
as	IN	I-Premise	2	supports:5
a	DT	I-Premise	2	supports:5
source	NN	I-Premise	2	supports:5
of	IN	I-Premise	2	supports:5
evidence	NN	I-Premise	2	supports:5
to	TO	I-Premise	2	supports:5
help	VB	I-Premise	2	supports:5
the	DT	I-Premise	2	supports:5
thieves	NNS	I-Premise	2	supports:5
to	TO	I-Premise	2	supports:5
be	VB	I-Premise	2	supports:5
traced	VBN	I-Premise	2	supports:5
.	.	O	~	~
# sent
To	TO	O	~	~
illustrate	VB	O	~	~
this	DT	O	~	~
further	RBR	O	~	~
,	,	O	~	~
in	IN	B-Premise	3	supports:5
Malaysia	NNP	I-Premise	3	supports:5
,	,	I-Premise	3	supports:5
policemen	NNP	I-Premise	3	supports:5
used	VBD	I-Premise	3	supports:5
the	DT	I-Premise	3	supports:5
videos	NNS	I-Premise	3	supports:5
captured	VBN	I-Premise	3	supports:5
by	IN	I-Premise	3	supports:5
the	DT	I-Premise	3	supports:5
CCTV	NNP	I-Premise	3	supports:5
cameras	NNS	I-Premise	3	supports:5
to	TO	I-Premise	3	supports:5
trace	VB	I-Premise	3	supports:5
and	CC	I-Premise	3	supports:5
successfully	RB	I-Premise	3	supports:5
catch	VB	I-Premise	3	supports:5
a	DT	I-Premise	3	supports:5
group	NN	I-Premise	3	supports:5
of	IN	I-Premise	3	supports:5
