# paragraph 0
# sent
Some	DT	O	~	~
prefer	VBP	O	~	~
to	TO	O	~	~
work	VB	O	~	~
for	IN	O	~	~
a	DT	O	~	~
company	NN	O	~	~
,	,	O	~	~
some	DT	O	~	~
prefer	VBP	O	~	~
to	TO	O	~	~
work	VB	O	~	~
for	IN	O	~	~
themselves	PRP	O	~	~
# paragraph 1
# sent
There	EX	O	~	~
are	VBP	O	~	~
many	JJ	O	~	~
kinds	NNS	O	~	~
of	IN	O	~	~
jobs	NNS	O	~	~
in	IN	O	~	~
society	NN	O	~	~
.	.	O	~	~
# sent
Some	DT	O	~	~
of	IN	O	~	~
them	PRP	O	~	~
are	VBP	O	~	~
done	VBN	O	~	~
by	IN	O	~	~
companies	NNS	O	~	~
that	WDT	O	~	~
related	JJ	O	~	~
to	TO	O	~	~
government	NN	O	~	~
,	,	O	~	~
and	CC	O	~	~
some	DT	O	~	~
of	IN	O	~	~
them	PRP	O	~	~
are	VBP	O	~	~
done	VBN	O	~	~
by	IN	O	~	~
privat	NN	O	~	~
companies	NNS	O	~	~
.	.	O	~	~
# sent
Although	IN	O	~	~
both	DT	O	~	~
companies	NNS	O	~	~
have	VBP	O	~	~
their	PRP$	O	~	~
advantages	NNS	O	~	~
and	CC	O	~	~
disadvantages	NNS	O	~	~
,	,	O	~	~
I	PRP	B-MajorClaim	0	~
would	MD	I-MajorClaim	0	~
prefer	VB	I-MajorClaim	0	~
to	TO	I-MajorClaim	0	~
work	VB	I-MajorClaim	0	~
for	IN	I-MajorClaim	0	~
myself	PRP	I-MajorClaim	0	~
,	,	I-MajorClaim	0	~
and	CC	I-MajorClaim	0	~
have	VB	I-MajorClaim	0	~
my	PRP$	I-MajorClaim	0	~
own	JJ	I-MajorClaim	0	~
business	NN	I-MajorClaim	0	~
.	.	O	~	~
# sent
There	EX	O	~	~
are	VBP	O	~	~
many	JJ	O	~	~
benefits	NNS	O	~	~
when	WRB	O	~	~
people	NNS	O	~	~
work	VBP	O	~	~
for	IN	O	~	~
themselves	PRP	O	~	~
rather	RB	O	~	~
than	IN	O	~	~
work	NN	O	~	~
for	IN	O	~	~
the	DT	O	~	~
others	NNS	O	~	~
.	.	O	~	~
# paragraph 2
# sent
In	IN	O	~	~
the	DT	O	~	~
first	JJ	O	~	~
place	NN	O	~	~
,	,	O	~	~
there	EX	B-Claim	1	For:~
are	VBP	I-Claim	1	For:~
a	DT	I-Claim	1	For:~
large	JJ	I-Claim	1	For:~
number	NN	I-Claim	1	For:~
of	IN	I-Claim	1	For:~
opportunities	NNS	I-Claim	1	For:~
in	IN	I-Claim	1	For:~
privat	NN	I-Claim	1	For:~
works	VBZ	I-Claim	1	For:~
that	IN	I-Claim	1	For:~
you	PRP	I-Claim	1	For:~
can	MD	I-Claim	1	For:~
not	RB	I-Claim	1	For:~
find	VB	I-Claim	1	For:~
them	PRP	I-Claim	1	For:~
when	WRB	I-Claim	1	For:~
you	PRP	I-Claim	1	For:~
work	VBP	I-Claim	1	For:~
for	IN	I-Claim	1	For:~
the	DT	I-Claim	1	For:~
others	NNS	I-Claim	1	For:~
.	.	O	~	~
# sent
In	IN	B-Premise	2	supports:1
your	PRP$	I-Premise	2	supports:1
job	NN	I-Premise	2	supports:1
you	PRP	I-Premise	2	supports:1
can	MD	I-Premise	2	supports:1
be	VB	I-Premise	2	supports:1
boss	NN	I-Premise	2	supports:1
of	IN	I-Premise	2	supports:1
yourself	PRP	I-Premise	2	supports:1
;	:	I-Premise	2	supports:1
however	RB	I-Premise	2	supports:1
,	,	I-Premise	2	supports:1
in	IN	I-Premise	2	supports:1
the	DT	I-Premise	2	supports:1
other	JJ	I-Premise	2	supports:1
jobs	NNS	I-Premise	2	supports:1
someone	NN	I-Premise	2	supports:1
else	RB	I-Premise	2	supports:1
are	VBP	I-Premise	2	supports:1
your	PRP$	I-Premise	2	supports:1
boss	NN	I-Premise	2	supports:1
.	.	O	~	~
# sent
You	PRP	B-Premise	3	supports:1
always	RB	I-Premise	3	supports:1
have	VBP	I-Premise	3	supports:1
to	TO	I-Premise	3	supports:1
be	VB	I-Premise	3	supports:1
responsible	JJ	I-Premise	3	supports:1
for	IN	I-Premise	3	supports:1
your	PRP$	I-Premise	3	supports:1
task	NN	I-Premise	3	supports:1
,	,	I-Premise	3	supports:1
and	CC	I-Premise	3	supports:1
it	PRP	I-Premise	3	supports:1
make	VB	I-Premise	3	supports:1
a	DT	I-Premise	3	supports:1
stressful	JJ	I-Premise	3	supports:1
situation	NN	I-Premise	3	supports:1
that	IN	I-Premise	3	supports:1
I	PRP	I-Premise	3	supports:1
never	RB	I-Premise	3	supports:1
like	IN	I-Premise	3	supports:1
it	PRP	I-Premise	3	supports:1
.	.	O	~	~
# paragraph 3
# sent
What	WP	O	~	~
is	VBZ	O	~	~
more	JJR	O	~	~
,	,	O	~	~
when	WRB	B-Claim	4	For:~
people	NNS	I-Claim	4	For:~
work	VBP	I-Claim	4	For:~
for	IN	I-Claim	4	For:~
themselves	PRP	I-Claim	4	For:~
they	PRP	I-Claim	4	For:~
make	VBP	I-Claim	4	For:~
more	JJR	I-Claim	4	For:~
profit	NN	I-Claim	4	For:~
for	IN	I-Claim	4	For:~
themselves	PRP	I-Claim	4	For:~
,	,	I-Claim	4	For:~
but	CC	I-Claim	4	For:~
in	IN	I-Claim	4	For:~
the	DT	I-Claim	4	For:~
other	JJ	I-Claim	4	For:~
jobs	NNS	I-Claim	4	For:~
you	PRP	I-Claim	4	For:~
make	VBP	I-Claim	4	For:~
profits	NNS	I-Claim	4	For:~
for	IN	I-Claim	4	For:~
the	DT	I-Claim	4	For:~
